order_id,customer_id,order_date,order_status,total_amount
536572,16539,12-01-2010 15:40,Completed,5.04
536573,17025,12-01-2010 15:45,Completed,24.59
536574,17025,12-01-2010 15:46,Completed,0
536575,13777,12-01-2010 16:01,Completed,6073.71
536576,13777,12-01-2010 16:11,Completed,12.87
536577,13777,12-01-2010 16:13,Completed,24.95
536578,17690,12-01-2010 16:15,Completed,0
536579,13777,12-01-2010 16:16,Completed,0
536580,17690,12-01-2010 16:17,Completed,0
536581,13777,12-01-2010 16:19,Completed,0
536582,12947,12-01-2010 16:21,Completed,0
536583,13777,12-01-2010 16:21,Completed,0
536584,13777,12-01-2010 16:22,Completed,0
536585,17460,12-01-2010 16:24,Completed,0
536586,18229,12-01-2010 16:25,Completed,0
536587,14142,12-01-2010 16:33,Completed,0
536588,17069,12-01-2010 16:49,Completed,0
536589,17253,12-01-2010 16:50,Completed,12
536590,13065,12-01-2010 16:52,Completed,0
536591,14606,12-01-2010 16:57,Completed,0
536592,17253,12-01-2010 17:06,Completed,12
536593,16835,12-01-2010 17:15,Completed,0
536594,15235,12-01-2010 17:22,Completed,0
536595,13576,12-01-2010 17:24,Completed,21.3
536596,17253,12-01-2010 17:29,Completed,12
536597,18011,12-01-2010 17:35,Completed,0
536598,13090,12-02-2010 07:48,Completed,0
536599,15694,12-02-2010 07:49,Completed,0
536600,17850,12-02-2010 08:32,Completed,0
536601,17850,12-02-2010 08:33,Completed,0
536602,17850,12-02-2010 08:34,Completed,5.85
536603,17850,12-02-2010 08:40,Completed,0
536604,14741,12-02-2010 08:43,Completed,7268.65
536605,13715,12-02-2010 08:52,Completed,0
536607,17732,12-02-2010 09:29,Completed,0
536608,12855,12-02-2010 09:37,Completed,0
536609,17850,12-02-2010 09:41,Completed,0
536610,17850,12-02-2010 09:42,Completed,3.72
536611,15752,12-02-2010 09:43,Completed,7.5
536612,17850,12-02-2010 09:44,Completed,0
536613,17855,12-02-2010 09:44,Completed,0
536614,17850,12-02-2010 09:44,Completed,0
536615,14047,12-02-2010 10:09,Completed,0
536616,17925,12-02-2010 10:10,Completed,0
536617,13941,12-02-2010 10:17,Completed,0
536618,17017,12-02-2010 10:17,Completed,0
536619,17017,12-02-2010 10:18,Completed,0
536620,14135,12-02-2010 10:27,Completed,0
536621,13108,12-02-2010 10:35,Completed,0
536623,15601,12-02-2010 10:39,Completed,0
536624,13418,12-02-2010 10:45,Completed,0
536626,13418,12-02-2010 10:46,Completed,0
536627,15658,12-02-2010 10:53,Completed,0
536628,17850,12-02-2010 10:54,Completed,0
536629,17850,12-02-2010 10:55,Completed,0
536630,17850,12-02-2010 10:56,Completed,0
536631,17850,12-02-2010 10:58,Completed,2215.27
536632,14388,12-02-2010 11:02,Completed,2446.16
536633,14901,12-02-2010 11:20,Completed,3091.82
536634,18041,12-02-2010 11:21,Completed,294.01
536635,15955,12-02-2010 11:22,Completed,0
536636,15070,12-02-2010 11:23,Completed,0
536637,18041,12-02-2010 11:35,Completed,0
536638,16244,12-02-2010 11:41,Completed,0
536639,15111,12-02-2010 11:45,Completed,0
536640,17253,12-02-2010 11:45,Completed,12
536641,12748,12-02-2010 11:46,Completed,6272.01
536643,14390,12-02-2010 11:57,Completed,2.95
536663,16546,12-02-2010 12:07,Completed,0
536667,15260,12-02-2010 12:09,Completed,0
536670,15260,12-02-2010 12:09,Completed,0
536671,13305,12-02-2010 12:10,Completed,0
536672,14491,12-02-2010 12:10,Completed,6602.31
536673,14060,12-02-2010 12:11,Completed,12633.67
536674,15923,12-02-2010 12:16,Completed,21.7
536676,16752,12-02-2010 12:18,Completed,0
536681,17287,12-02-2010 12:22,Completed,0
536685,17850,12-02-2010 12:23,Completed,23.3
536688,17850,12-02-2010 12:24,Completed,5344.98
536690,17850,12-02-2010 12:25,Completed,4909.89
536693,17850,12-02-2010 12:26,Completed,14.44
536698,15363,12-02-2010 12:28,Completed,14.15
536707,12915,12-02-2010 12:33,Completed,12.85
536732,15544,12-02-2010 12:47,Completed,67.72
536733,15738,12-02-2010 12:50,Completed,2.95
536735,17381,12-02-2010 12:58,Completed,39.45
536736,17381,12-02-2010 12:59,Completed,0
536738,15827,12-02-2010 13:06,Completed,0
536739,14180,12-02-2010 13:08,Completed,3.75
536740,15827,12-02-2010 13:08,Completed,0
536741,13117,12-02-2010 13:11,Completed,12681.58
536742,16916,12-02-2010 13:14,Completed,638.74
536743,17964,12-02-2010 13:32,Completed,718.35
536744,14466,12-02-2010 13:36,Completed,1308.63
536745,17235,12-02-2010 13:38,Completed,518.73
536746,16510,12-02-2010 13:39,Completed,20.25
536747,17802,12-02-2010 13:44,Completed,0
536748,15107,12-02-2010 13:45,Completed,38.25
536749,17976,12-02-2010 13:49,Completed,19.25
536750,17850,12-02-2010 14:04,Completed,19.9
536751,17850,12-02-2010 14:05,Completed,55.5
536752,17850,12-02-2010 14:06,Completed,2.95
536753,17850,12-02-2010 14:07,Completed,118.34
536754,14449,12-02-2010 14:09,Completed,2.5
536755,17253,12-02-2010 14:14,Completed,36.08
536756,17253,12-02-2010 14:23,Completed,81.99
536759,16781,12-02-2010 14:26,Completed,4.95
536761,13491,12-02-2010 14:30,Completed,72.59
536762,16186,12-02-2010 14:40,Completed,3.42
536763,17685,12-02-2010 14:42,Completed,670.38
536764,17253,12-02-2010 14:42,Completed,16.85
536765,17253,12-02-2010 14:43,Completed,12
536769,17581,12-02-2010 14:47,Completed,4700.4
536771,17581,12-02-2010 14:49,Completed,4390.32
536777,15732,12-02-2010 15:00,Completed,5946.49
536778,13138,12-02-2010 15:03,Completed,0.42
536779,15823,12-02-2010 15:08,Completed,5.05
536780,17253,12-02-2010 15:09,Completed,4537.15
536781,17460,12-02-2010 15:14,Completed,5022.16
536782,17567,12-02-2010 15:18,Completed,29.8
536783,15061,12-02-2010 15:19,Completed,52.75
536784,15061,12-02-2010 15:20,Completed,17.55
536785,15061,12-02-2010 15:22,Completed,18.65
536786,15061,12-02-2010 15:23,Completed,11.7
536787,17850,12-02-2010 15:24,Completed,49.67
536788,15061,12-02-2010 15:25,Completed,19.95
536789,17850,12-02-2010 15:25,Completed,2529.81
536790,17850,12-02-2010 15:26,Completed,41.81
536791,17850,12-02-2010 15:27,Completed,0
536792,15061,12-02-2010 15:28,Completed,0
536793,16203,12-02-2010 15:39,Completed,205.74
536794,13767,12-02-2010 15:40,Completed,0
536795,15640,12-02-2010 15:40,Completed,0
536796,15574,12-02-2010 15:46,Completed,0
536797,16770,12-02-2010 15:49,Completed,0
536798,17838,12-02-2010 15:55,Completed,2094.9
536799,17228,12-02-2010 16:00,Completed,0
536800,14829,12-02-2010 16:12,Completed,2104
536801,17253,12-02-2010 16:12,Completed,12
536802,17412,12-02-2010 16:29,Completed,10.35
536803,14911,12-02-2010 16:33,Completed,7.4
536804,14031,12-02-2010 16:34,Completed,42.12
536805,14775,12-02-2010 16:38,Completed,96.44
536806,12971,12-02-2010 16:42,Completed,32.5
536808,17659,12-02-2010 16:46,Completed,2.1
536809,15299,12-02-2010 16:48,Completed,2.9
536810,15299,12-02-2010 16:50,Completed,1121.38
536811,15299,12-02-2010 16:51,Completed,10.5
536813,15646,12-02-2010 16:59,Completed,2.55
536819,13402,12-02-2010 17:12,Completed,1.25
536821,17757,12-02-2010 17:17,Completed,1261.19
536823,13011,12-02-2010 17:22,Completed,7.95
536824,13798,12-02-2010 17:24,Completed,47.75
536830,16754,12-02-2010 17:38,Completed,7.95
536831,16029,12-02-2010 17:40,Completed,596.34
536832,16634,12-02-2010 17:41,Completed,1172.46
536833,18239,12-02-2010 17:48,Completed,1805.29
536834,14576,12-02-2010 17:51,Completed,1736.26
536835,13145,12-02-2010 18:06,Completed,1077.8
536836,18168,12-02-2010 18:08,Completed,1041.32
536837,14395,12-02-2010 18:15,Completed,475.65
536838,14865,12-02-2010 18:23,Completed,392.72
536839,15093,12-02-2010 18:25,Completed,365.26
536840,12738,12-02-2010 18:27,Completed,579.7
536841,16150,12-02-2010 18:27,Completed,457.32
536842,17552,12-02-2010 18:45,Completed,155.83
536843,17552,12-02-2010 18:46,Completed,136.89
536844,14236,12-02-2010 18:49,Completed,76.92
536845,17961,12-02-2010 19:18,Completed,0
536846,14573,12-02-2010 19:59,Completed,18745.86
536847,17135,12-03-2010 09:31,Completed,4.25
536848,13408,12-03-2010 09:39,Completed,62.79
536849,17396,12-03-2010 09:45,Completed,4.25
536851,12967,12-03-2010 09:49,Completed,2.1
536852,12686,12-03-2010 09:51,Completed,9.35
536856,13370,12-03-2010 10:26,Completed,5.7
536857,16883,12-03-2010 10:33,Completed,1298.4
536858,13520,12-03-2010 10:36,Completed,33.15
536859,12841,12-03-2010 10:43,Completed,26.15
536860,16905,12-03-2010 10:43,Completed,961.23
536861,12427,12-03-2010 10:44,Completed,5262.06
536862,17253,12-03-2010 11:13,Completed,12.45
536863,17967,12-03-2010 11:19,Completed,0
536864,17253,12-03-2010 11:27,Completed,15.25
536865,17253,12-03-2010 11:28,Completed,3.75
536866,17253,12-03-2010 11:28,Completed,27.3
536874,16891,12-03-2010 11:35,Completed,78.7
536876,17253,12-03-2010 11:36,Completed,7.1
536883,17253,12-03-2010 11:41,Completed,12
536884,14589,12-03-2010 11:42,Completed,0
536885,17253,12-03-2010 11:42,Completed,12
536890,14156,12-03-2010 11:48,Completed,0
536920,17253,12-03-2010 12:01,Completed,12
536938,14680,12-03-2010 12:05,Completed,0
536941,17253,12-03-2010 12:08,Completed,12
536942,17253,12-03-2010 12:08,Completed,12
536943,17884,12-03-2010 12:11,Completed,0
536944,12557,12-03-2010 12:20,Completed,0
536945,14083,12-03-2010 12:24,Completed,0
536946,13013,12-03-2010 12:28,Completed,0
536947,13013,12-03-2010 12:29,Completed,0
536954,17809,12-03-2010 12:41,Completed,3900.62
536956,14210,12-03-2010 12:43,Completed,0
536957,17809,12-03-2010 12:43,Completed,10.13
536960,16477,12-03-2010 12:48,Completed,0
536967,12600,12-03-2010 12:57,Completed,38.25
536968,16013,12-03-2010 13:09,Completed,1854.39
536969,16013,12-03-2010 13:10,Completed,7.95
536970,17949,12-03-2010 13:12,Completed,4.95
536971,12779,12-03-2010 13:40,Completed,583.37
536972,16926,12-03-2010 13:42,Completed,0
536973,17787,12-03-2010 13:43,Completed,0
536974,12682,12-03-2010 13:59,Completed,1331.8
536975,14911,12-03-2010 14:04,Completed,0
536976,14723,12-03-2010 14:18,Completed,0
536977,17954,12-03-2010 14:18,Completed,2094.11
536980,17819,12-03-2010 14:26,Completed,3401.94
536981,14723,12-03-2010 14:26,Completed,513.86
536982,17253,12-03-2010 14:27,Completed,12
536983,12712,12-03-2010 14:30,Completed,12.75
536984,17841,12-03-2010 14:35,Completed,2688.72
536985,15373,12-03-2010 14:40,Completed,2311.53
536986,16140,12-03-2010 14:40,Completed,6.6
536987,17198,12-03-2010 14:54,Completed,4.25
536988,17238,12-03-2010 15:05,Completed,10.9
536989,17238,12-03-2010 15:10,Completed,16.8
536990,12793,12-03-2010 15:14,Completed,0
536991,17253,12-03-2010 15:16,Completed,4731.64
536992,15769,12-03-2010 15:16,Completed,379.84
536993,14396,12-03-2010 15:19,Completed,0
536994,14898,12-03-2010 15:25,Completed,0
536995,17253,12-03-2010 15:29,Completed,12
536996,17253,12-03-2010 15:30,Completed,12
536997,17253,12-03-2010 15:30,Completed,12
536998,17253,12-03-2010 15:30,Completed,2312.89
536999,17253,12-03-2010 15:32,Completed,12
537000,17253,12-03-2010 15:32,Completed,12
537001,17253,12-03-2010 15:33,Completed,12
537002,17253,12-03-2010 15:33,Completed,12
537003,17253,12-03-2010 15:33,Completed,12
537004,17253,12-03-2010 15:34,Completed,12
537005,17253,12-03-2010 15:35,Completed,12
537006,17253,12-03-2010 15:36,Completed,12
537007,17253,12-03-2010 15:36,Completed,12
537008,17253,12-03-2010 15:37,Completed,1787.82
537009,17253,12-03-2010 15:38,Completed,12
537010,17253,12-03-2010 15:38,Completed,12
537011,17253,12-03-2010 15:38,Completed,10.05
537012,17253,12-03-2010 15:39,Completed,12
537013,17253,12-03-2010 15:40,Completed,12
537014,17253,12-03-2010 15:40,Completed,12
537015,17253,12-03-2010 15:41,Completed,12
537016,17253,12-03-2010 15:41,Completed,12
537017,17253,12-03-2010 15:41,Completed,12
537018,17253,12-03-2010 15:42,Completed,3195.78
537019,17253,12-03-2010 15:43,Completed,145.34
537020,17253,12-03-2010 15:43,Completed,5032.29
537021,17253,12-03-2010 15:43,Completed,0.65
537022,12725,12-03-2010 15:45,Completed,12.75
537023,16725,12-03-2010 16:02,Completed,3808.77
537025,17253,12-03-2010 16:21,Completed,14.9
537026,12395,12-03-2010 16:35,Completed,3716.17
537027,17253,12-03-2010 16:36,Completed,12
537028,17253,12-03-2010 16:36,Completed,12
537029,17253,12-03-2010 16:37,Completed,12
537030,16455,12-03-2010 16:44,Completed,2700.92
537031,16455,12-03-2010 16:45,Completed,0
537032,17253,12-03-2010 16:50,Completed,2751.16
537034,13081,12-03-2010 17:20,Completed,1.25
537035,13081,12-03-2010 17:21,Completed,191.1
537036,15545,12-03-2010 17:28,Completed,243.3
537037,17243,12-05-2010 10:03,Completed,273.26
537038,15465,12-05-2010 10:12,Completed,739.97
537040,13089,12-05-2010 10:27,Completed,629.41
537041,16033,12-05-2010 10:36,Completed,483.35
537042,13838,12-05-2010 10:45,Completed,466.64
537044,18055,12-05-2010 10:52,Completed,3134.28
537045,15038,12-05-2010 10:54,Completed,1883.57
537046,18109,12-05-2010 10:58,Completed,5.95
537047,13069,12-05-2010 11:02,Completed,4106.84
537048,13069,12-05-2010 11:03,Completed,2555.13
537049,16241,12-05-2010 11:04,Completed,3237.88
537050,14800,12-05-2010 11:10,Completed,2829.87
537051,15708,12-05-2010 11:12,Completed,0
537052,16839,12-05-2010 11:15,Completed,0
537053,16168,12-05-2010 11:38,Completed,1933.95
537054,16931,12-05-2010 11:40,Completed,8.31
537055,16814,12-05-2010 11:45,Completed,386.21
537057,15351,12-05-2010 11:49,Completed,403.15
537058,13269,12-05-2010 11:51,Completed,2418.26
537059,14813,12-05-2010 11:54,Completed,478.64
537065,12567,12-05-2010 11:57,Completed,277.11
537067,14813,12-05-2010 11:57,Completed,615.18
537077,17062,12-05-2010 11:59,Completed,1868.13
537081,15332,12-05-2010 12:00,Completed,0
537086,15332,12-05-2010 12:01,Completed,405.36
537090,15332,12-05-2010 12:02,Completed,3882.43
537111,14810,12-05-2010 12:08,Completed,0
537117,16353,12-05-2010 12:09,Completed,0
537126,18118,12-05-2010 12:13,Completed,29.43
537127,13831,12-05-2010 12:13,Completed,5.5
537128,12841,12-05-2010 12:15,Completed,0
537129,13506,12-05-2010 12:15,Completed,0
537130,17796,12-05-2010 12:23,Completed,25
537131,15716,12-05-2010 12:26,Completed,3323.19
537133,18156,12-05-2010 12:29,Completed,2619.14
537134,16983,12-05-2010 12:34,Completed,0
537135,17059,12-05-2010 12:35,Completed,0
537136,12748,12-05-2010 12:42,Completed,0
537137,16327,12-05-2010 12:43,Completed,2007.44
537138,17211,12-05-2010 12:44,Completed,524.18
537139,17026,12-05-2010 12:47,Completed,672.86
537140,12748,12-05-2010 12:53,Completed,3388.21
537141,15570,12-05-2010 12:57,Completed,1767.85
537142,12748,12-05-2010 12:57,Completed,883.83
537144,15880,12-05-2010 13:00,Completed,733.53
537153,16718,12-05-2010 13:03,Completed,842.66
537154,15808,12-05-2010 13:05,Completed,653.95
537155,12748,12-05-2010 13:05,Completed,301.3
537156,17858,12-05-2010 13:08,Completed,0
537158,16393,12-05-2010 13:10,Completed,0
537159,14527,12-05-2010 13:17,Completed,1363.66
537160,14161,12-05-2010 13:18,Completed,865.63
537163,17863,12-05-2010 13:21,Completed,2439.76
537176,16411,12-05-2010 13:26,Completed,17.1
537179,13767,12-05-2010 13:29,Completed,604.37
537192,16402,12-05-2010 13:42,Completed,1569.03
537193,15023,12-05-2010 13:49,Completed,1816.63
537194,17402,12-05-2010 13:53,Completed,920.9
537195,15311,12-05-2010 13:55,Completed,12.75
537196,15426,12-05-2010 13:55,Completed,13.55
537197,12647,12-05-2010 14:02,Completed,0.84
537198,12647,12-05-2010 14:03,Completed,20.1
537199,15894,12-05-2010 14:06,Completed,0
537200,15867,12-05-2010 14:17,Completed,0
537201,12472,12-05-2010 14:19,Completed,709.89
537202,14506,12-05-2010 14:25,Completed,2.85
537204,15555,12-05-2010 14:45,Completed,1718.73
537205,13034,12-05-2010 14:52,Completed,1563.96
537206,15235,12-05-2010 15:02,Completed,0
537207,17402,12-05-2010 15:06,Completed,0
537208,15889,12-05-2010 15:12,Completed,0
537209,14606,12-05-2010 15:12,Completed,0
537210,15953,12-05-2010 15:15,Completed,0
537211,16143,12-05-2010 15:18,Completed,0
537212,12720,12-05-2010 15:21,Completed,0
537213,12748,12-05-2010 15:26,Completed,0
537214,16422,12-05-2010 15:35,Completed,0
537215,12747,12-05-2010 15:38,Completed,0
537216,15502,12-05-2010 15:40,Completed,9.85
537217,15502,12-05-2010 15:40,Completed,0
537218,12763,12-05-2010 15:46,Completed,0
537219,14081,12-05-2010 15:47,Completed,0
537220,17253,12-05-2010 15:49,Completed,12
537221,17965,12-05-2010 15:54,Completed,0
537222,14404,12-05-2010 16:00,Completed,0
537223,13579,12-05-2010 16:10,Completed,0
537224,13174,12-05-2010 16:24,Completed,0
537225,12748,12-05-2010 16:41,Completed,0
537226,15987,12-06-2010 08:34,Completed,0
537227,17677,12-06-2010 08:42,Completed,0
537228,17677,12-06-2010 08:43,Completed,0
537229,17677,12-06-2010 08:44,Completed,0
537230,17253,12-06-2010 09:20,Completed,12
537231,13652,12-06-2010 09:21,Completed,0
537233,17428,12-06-2010 09:37,Completed,0
537235,17381,12-06-2010 09:45,Completed,0
537236,16858,12-06-2010 09:52,Completed,0
537237,17253,12-06-2010 09:58,Completed,12
537238,16161,12-06-2010 10:03,Completed,0
537239,18219,12-06-2010 10:05,Completed,0
537240,17253,12-06-2010 10:08,Completed,12
537241,14293,12-06-2010 10:18,Completed,0
537242,14748,12-06-2010 10:19,Completed,1264.34
537243,16638,12-06-2010 10:19,Completed,1551.56
537244,17674,12-06-2010 10:20,Completed,0
537245,14748,12-06-2010 10:24,Completed,0
537246,12808,12-06-2010 10:27,Completed,0
537247,13094,12-06-2010 10:34,Completed,0
537248,15899,12-06-2010 10:36,Completed,0
537249,16955,12-06-2010 10:38,Completed,0
537250,12708,12-06-2010 10:43,Completed,0
537252,17253,12-06-2010 10:46,Completed,12
537253,17253,12-06-2010 10:53,Completed,12
537254,15898,12-06-2010 11:01,Completed,0
537255,14443,12-06-2010 11:03,Completed,0
537256,16210,12-06-2010 11:06,Completed,0
537257,17691,12-06-2010 11:10,Completed,0
537258,17227,12-06-2010 11:16,Completed,0
537262,15039,12-06-2010 11:26,Completed,0
537265,15919,12-06-2010 11:26,Completed,0
537298,13497,12-06-2010 11:37,Completed,0
537301,15860,12-06-2010 11:38,Completed,0
537312,14189,12-06-2010 11:42,Completed,0
537313,15304,12-06-2010 11:42,Completed,0
537332,14344,12-06-2010 11:58,Completed,0
537334,16719,12-06-2010 12:06,Completed,0
537335,15048,12-06-2010 12:15,Completed,0
537346,15301,12-06-2010 12:21,Completed,0
537350,14708,12-06-2010 12:23,Completed,0
537351,16898,12-06-2010 12:23,Completed,0
537354,12748,12-06-2010 12:23,Completed,0
537359,14825,12-06-2010 12:30,Completed,0
537360,18113,12-06-2010 12:31,Completed,0
537361,17253,12-06-2010 12:34,Completed,12
537362,17596,12-06-2010 12:34,Completed,0
537363,17253,12-06-2010 12:35,Completed,12
537364,17253,12-06-2010 12:36,Completed,12
537365,15078,12-06-2010 12:38,Completed,0
537366,14085,12-06-2010 12:39,Completed,0
537367,15078,12-06-2010 12:39,Completed,0
537368,14911,12-06-2010 12:40,Completed,1.25
537369,17860,12-06-2010 12:41,Completed,1321.39
537370,13155,12-06-2010 12:44,Completed,677.43
537371,15028,12-06-2010 12:47,Completed,701.71
537372,16919,12-06-2010 12:52,Completed,661.42
537374,17259,12-06-2010 12:55,Completed,1460.33
537375,17019,12-06-2010 12:55,Completed,0
537376,16722,12-06-2010 12:59,Completed,0
537377,15882,12-06-2010 13:01,Completed,669.46
537378,14911,12-06-2010 13:06,Completed,76.45
537380,15882,12-06-2010 13:12,Completed,0
537381,14667,12-06-2010 13:13,Completed,134.48
537382,16710,12-06-2010 13:13,Completed,21
537384,15984,12-06-2010 13:21,Completed,0
537385,14487,12-06-2010 13:22,Completed,0
537386,14911,12-06-2010 13:32,Completed,0
537387,13468,12-06-2010 13:34,Completed,0
537388,17682,12-06-2010 13:35,Completed,0
537389,17757,12-06-2010 13:41,Completed,0
537390,16658,12-06-2010 13:47,Completed,1757.1
537391,16550,12-06-2010 13:53,Completed,161.56
537392,17068,12-06-2010 13:58,Completed,0
537393,13089,12-06-2010 13:59,Completed,395.91
537394,13089,12-06-2010 14:00,Completed,587.25
537395,15356,12-06-2010 14:05,Completed,523.31
537396,17223,12-06-2010 14:08,Completed,1047.17
537397,16817,12-06-2010 14:19,Completed,1340.77
537399,13030,12-06-2010 14:31,Completed,0
537400,17191,12-06-2010 14:36,Completed,15
537401,17253,12-06-2010 14:37,Completed,12
537403,17191,12-06-2010 14:43,Completed,0
537404,17191,12-06-2010 14:46,Completed,0
537405,17841,12-06-2010 14:51,Completed,0
537407,15502,12-06-2010 14:55,Completed,1295.83
537409,15194,12-06-2010 15:00,Completed,893.25
537410,14409,12-06-2010 15:03,Completed,614.84
537411,17253,12-06-2010 15:06,Completed,12
537412,14409,12-06-2010 15:06,Completed,1747.83
537415,16654,12-06-2010 15:09,Completed,0
537418,17884,12-06-2010 15:13,Completed,629.56
537419,13495,12-06-2010 15:14,Completed,687.72
537420,17519,12-06-2010 15:18,Completed,2461.98
537421,17218,12-06-2010 15:25,Completed,0
537422,17812,12-06-2010 15:27,Completed,0
537423,14215,12-06-2010 15:34,Completed,0
537424,15602,12-06-2010 15:35,Completed,0
537425,17253,12-06-2010 15:35,Completed,12
537426,17253,12-06-2010 15:36,Completed,12
537427,17253,12-06-2010 15:37,Completed,12
537428,17320,12-06-2010 15:38,Completed,0
537429,12748,12-06-2010 15:54,Completed,12.7
537430,17253,12-06-2010 16:05,Completed,12
537432,17253,12-06-2010 16:10,Completed,12
537433,12913,12-06-2010 16:36,Completed,0
537434,17253,12-06-2010 16:57,Completed,12
537435,17920,12-06-2010 16:58,Completed,0
